REGULAR RARES AND REGULAR MYTHIC RARES PRICES

To search for a card type control+f
Bot accounts: pisiiki3, supernova01, bifidus, ComparePrices, tina16, mteamtester, supernova02, pisiiki2

Name                                               Buy       Sell      Bot Account[Stock Available]
Plagiarize [TOR]                                   0.024     0.046     mteamtester[1]
Nantuko Cultivator [TOR]                           0.024     0.048     supernova01[1] mteamtester[2]
Hypnox [TOR]                                       0.024     0.048     pisiiki3[1]
Petradon [TOR]                                     0.026     0.05      pisiiki2[1]
Hell-Bent Raider [TOR]                             0.028     0.052     mteamtester[1]
Gurzigost [TOR]                                    0.028
Possessed Centaur [TOR]                            0.03      0.058     bifidus[1] supernova02[1]
Possessed Barbarian [TOR]                          0.032
Angel of Retribution [TOR]                         0.034     0.062     bifidus[1] supernova01[1]
Major Teroh [TOR]                                  0.036     0.066     mteamtester[1]
Retraced Image [TOR]                               0.036     0.066     ComparePrices[1] pisiiki2[4]
Reborn Hero [TOR]                                  0.036     0.068     supernova02[1]
Laquatus's Champion [TOR]                                    0.07      supernova01[1] ComparePrices[4] pisiiki2[1] tina16[1]
Ambassador Laquatus [TOR]                          0.04      0.072     bifidus[2]
Sengir Vampire [TOR]                               0.04      0.074     bifidus[1]
Last Laugh [TOR]                                   0.044     0.08      bifidus[3] tina16[1]
Morningtide [TOR]                                  0.046     0.084     supernova01[1] tina16[1] ComparePrices[1] mteamtester[1]
Nostalgic Dreams [TOR]                             0.046     0.084     tina16[1]
Dawn of the Dead [TOR]                             0.05
Insist [TOR]                                       0.052     0.094     supernova01[1] pisiiki3[1]
Transcendence [TOR]                                0.056
Alter Reality [TOR]                                0.066
Devastating Dreams [TOR]                           0.1
Skullscorch [TOR]                                  0.14
Radiate [TOR]                                      0.185     0.25      mteamtester[1] ComparePrices[1]
Nantuko Shade [TOR]                                0.23      0.32      tina16[1] supernova02[1]
Chainer, Dementia Master [TOR]                     0.31
Insidious Dreams [TOR]                             0.31      0.42      mteamtester[1] tina16[1] supernova01[1]
Llawan, Cephalid Empress [TOR]                     0.64
Grim Lavamancer [TOR]                              0.88
Overmaster [TOR]                                   0.96      1.2       pisiiki3[1] tina16[1]
Parallel Evolution [TOR]                           1.9
Mutilate [TOR]                                     4.3
Ichorid [TOR]                                      5.65      6.95      supernova01[1]

=== Judgment === [Total Buy/Sell Value: 31/38] ===================================================================================================

Selfless Exorcist [JUD]                            0.01      0.022     mteamtester[2]
Erhnam Djinn [JUD]                                 0.012     0.026     pisiiki2[2]
Telekinetic Bonds [JUD]                                      0.026     ComparePrices[1] pisiiki3[1] bifidus[2] supernova02[2] tina16[1] mteamtester[1]
Wormfang Behemoth [JUD]                            0.012     0.028     supernova02[1] supernova01[1] pisiiki3[1]
Shaman's Trance [JUD]                                        0.03      tina16[1] mteamtester[2] supernova01[2] supernova02[2] ComparePrices[1]
Sutured Ghoul [JUD]                                          0.03      supernova01[1] pisiiki3[1] tina16[2] ComparePrices[1] supernova02[3]
Anurid Brushhopper [JUD]                           0.014     0.03      bifidus[1] mteamtester[2] pisiiki3[1]
Death Wish [JUD]                                             0.034     tina16[2] mteamtester[1] ComparePrices[4] bifidus[1]
Lightning Surge [JUD]                              0.016     0.034     pisiiki2[1]
Dwarven Bloodboiler [JUD]                                    0.04      supernova02[1] pisiiki2[1] mteamtester[3] bifidus[1] pisiiki3[1]
Jeska, Warrior Adept [JUD]                         0.022     0.044     bifidus[3]
Nomad Mythmaker [JUD]                              0.024     0.048     pisiiki2[2]
Thriss, Nantuko Primus [JUD]                       0.024     0.048     supernova01[1]
Scalpelexis [JUD]                                  0.028
Wormfang Manta [JUD]                               0.028     0.054     pisiiki3[1] supernova02[1]
Pulsemage Advocate [JUD]                           0.028     0.054     ComparePrices[2]
Seedtime [JUD]                                     0.03      0.056     supernova02[2] pisiiki2[2]
Phantom Nantuko [JUD]                              0.03      0.058     ComparePrices[1] pisiiki3[1] mteamtester[1]
Fledgling Dragon [JUD]                             0.032     0.058     pisiiki3[1]
Masked Gorgon [JUD]                                0.034     0.062     bifidus[1] pisiiki3[1]
Morality Shift [JUD]                               0.036     0.066     pisiiki3[1]
Worldgorger Dragon [JUD]                           0.042     0.076     ComparePrices[2]
Mist of Stagnation [JUD]                           0.07      0.12      supernova02[1] bifidus[1] supernova01[1] pisiiki2[3]
Silver Seraph [JUD]                                0.07
Cephalid Constable [JUD]                           0.086
Epic Struggle [JUD]                                0.1
Sylvan Safekeeper [JUD]                            0.1
Golden Wish [JUD]                                  0.1       0.14      tina16[2] supernova01[1] mteamtester[1] pisiiki3[1]
Guiltfeeder [JUD]                                  0.135     0.18      tina16[1] supernova02[1]
Phantom Nishoba [JUD]                              0.16      0.22      tina16[1]
Commander Eesha [JUD]                              0.17      0.23      pisiiki2[1]
Glory [JUD]                                        0.19
Crush of Wurms [JUD]                               0.32      0.44      supernova02[1] tina16[1]
Mirari's Wake [JUD]                                0.5
Breaking Point [JUD]                               0.54
Balthor the Defiled [JUD]                          0.54      0.74      pisiiki2[2]
Hunting Grounds [JUD]                              0.66      0.9       tina16[2]
Spelljack [JUD]                                    0.72
Test of Endurance [JUD]                            1.35      1.65      tina16[3]
Solitary Confinement [JUD]                         1.85      2.2       pisiiki3[2] tina16[1] bifidus[1]
Living Wish [JUD]                                  2.05
Genesis [JUD]                                      2.7       3.2       tina16[1]
Cunning Wish [JUD]                                 5
Burning Wish [JUD]                                 14

=== Onslaught === [Total Buy/Sell Value: 59/72] ==================================================================================================

Trade Secrets [ONS]                                0.009     0.02      ComparePrices[4]
Mistform Skyreaver [ONS]                           0.009     0.022     ComparePrices[2] supernova01[3]
Artificial Evolution [ONS]                                   0.022     supernova02[1] ComparePrices[4] tina16[1] pisiiki3[1]
Silent Specter [ONS]                               0.01      0.022     supernova02[1]
Callous Oppressor [ONS]                            0.01      0.022     ComparePrices[1]
Head Games [ONS]                                             0.022     bifidus[1] mteamtester[1] ComparePrices[4]
Slate of Ancestry [ONS]                            0.012     0.026     pisiiki2[4]
Goblin Pyromancer [ONS]                            0.01      0.024     pisiiki2[2]
Oblation [ONS]                                     0.012     0.026     supernova01[2]
Hystrodon [ONS]                                    0.012
Peer Pressure [ONS]                                0.012     0.028     ComparePrices[3] supernova01[3]
Weird Harvest [ONS]                                          0.028     tina16[1] ComparePrices[2] mteamtester[1] bifidus[3] pisiiki3[1]
Voidmage Prodigy [ONS]                             0.012     0.028     pisiiki2[2] tina16[1] supernova01[1] mteamtester[1] ComparePrices[1]
Undead Gladiator [ONS]                                       0.028     pisiiki3[4] bifidus[1] supernova01[1]
Tribal Golem [ONS]                                 0.014     0.028     supernova01[2]
Quicksilver Dragon [ONS]                           0.014     0.028     pisiiki2[1] mteamtester[2] tina16[1]
